일자,식사,메뉴,작업자,대분류,중분류(재료1),중분류2(재료2),중분류3(재료3),중분류4(재료4),중분류5(재료5),소분류1(육류 종류만 기재),양식(western) 여부
2016.3.14,중식,돈육고추장볶음,김도민,볶음류,육류,양념 및 장류,채소류,,,돼지,
2016.3.14,중식,모둠양채쌈*쌈장,,단품류,채소류,양념 및 장류,,,,,
2016.3.14,중식,콩나물파채무침,편도연,무침류,채소류,,,,,,
2016.3.14,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.14,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.14,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.14,석식,달래된장찌개,연제호,찌개류,채소류,,,,,,
2016.3.14,석식,간장찜닭,문성일,찜류,육류,양념 및 장류,,,,닭,
2016.3.14,석식,통도라지구이,편도연,구이류,채소류,,,,,,
2016.3.14,석식,참나물생채,김윤수,무침류,채소류,,,,,,
2016.3.14,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.15,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.15,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.15,중식,쑥국,김도민,국탕류,채소류,,,,,,
2016.3.15,중식,소불고기,연제호,볶음류,육류,,,,,소고기,
2016.3.15,중식,골뱅이무침*소면,,무침류,면류,어패류,양념 및 장류,,,,
2016.3.15,중식,마늘쫑볶음,문성일,볶음류,채소류,,,,,,
2016.3.15,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.15,석식,짜장잡채덮밥,문성일,밥류,채소류,,,,,,
2016.3.15,석식,계란파국,문성일,국탕류,난류,채소류,,,,,
2016.3.15,석식,참치야채전,김도민,전류,어패류,채소류,,,,,
2016.3.15,석식,꽃맛살샐러드,김도민,샐러드류,어패류,채소류,,,,,
2016.3.15,석식,오이무침,연제호,무침류,채소류,양념 및 장류,,,,,
2016.3.15,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.16,중식,곤드레밥,문성일,밥류,곡류,채소류,,,,,
2016.3.16,중식,콩나물김치국,편도연,국탕류,채소류,김치류,,,,,
2016.3.16,중식,미니채소떡갈비,김도민,튀김류,육류,채소류,,,,소,
2016.3.16,중식,두부계란부침,김윤수,전류,두류,난류,,,,,
2016.3.16,중식,무나물,편도연,무침류,채소류,,,,,,
2016.3.16,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.16,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.16,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.16,석식,뼈해장국,김윤수,국탕류,육류,채소류,,,,ㅍ,
2016.3.16,석식,해물청경채볶음,연제호,볶음류,어패류,채소류,,,,,
2016.3.16,석식,버섯메밀전,연제호,전류,채소류,난류,,,,,
2016.3.16,석식,야채스틱*쌈장,김윤수,샐러드류,채소류,양념 및 장류,,,,,
2016.3.16,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.17,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.17,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.17,중식,사골우거지국,편도연,국탕류,채소류,육류,,,,소고기,
2016.3.17,중식,탕수어,연제호,튀김류,어패류,,,,,,
2016.3.17,중식,파래김*양념장,문성일,단품류,양념 및 장류,해조류,,,,,
2016.3.17,중식,깻순나물,편도연,무침류,채소류,,,,,,
2016.3.17,중식,깍두기,연제호,무침류,김치류,,,,,,
2016.3.17,석식,토마토스파게티,편도연,국수류,면류,,,,,,
2016.3.17,석식,양송이스프,연제호,죽류,채소류,,,,,,
2016.3.17,석식,미니햄버거,연제호,빵과자류,육류,,,,,소고기,
2016.3.17,석식,단호박범벅,김도민,죽류,채소류,,,,,,
2016.3.17,석식,무피클,문성일,단품류,채소류,,,,,,
2016.3.17,석식,음료,연제호,음료 및 주류,,,,,,,
2016.3.17,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.18,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.18,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.18,중식,시금치국,김도민,국탕류,채소류,양념 및 장류,,,,,
2016.3.18,중식,훈제오리구이,연제호,구이류,육류,,,,,오리고기,
2016.3.18,중식,연근땅콩조림,연제호,조림류,채소류,,,,,,
2016.3.18,중식,쌈무,김윤수,장아찌류,채소류,,,,,,
2016.3.18,중식,부추생채,편도연,무침류,채소류,,,,,,
2016.3.18,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.18,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.18,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.18,석식,닭곰탕,김윤수,국탕류,채소류,육류,,,,닭,
2016.3.18,석식,임연수찜,김도민,찜류,어패류,,,,,,
2016.3.18,석식,어묵곤약볶음,문성일,볶음류,두류,묵류,어패류,,,,
2016.3.18,석식,돌나물초장,편도연,무침류,채소류,,,,,,
2016.3.18,석식,석박지,편도연,무침류,채소류,,,,,,
2016.3.21,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.21,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.21,중식,꽃게탕,김윤수,국탕류,어패류,,,,,,
2016.3.21,중식,버섯불고기,편도연,볶음류,육류,채소류,,,,육류(소),
2016.3.21,중식,계란말이,김도민,구이류,난류,,,,,,
2016.3.21,중식,도토리묵무침,김윤수,무침류,묵류,양념 및 장류,,,,,
2016.3.21,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.21,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.21,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.21,석식,수제비국,문성일,국탕류,면류,채소류,,,,,
2016.3.21,석식,아귀콩나물찜,편도연,찜류,어패류,,,,,,
2016.3.21,석식,새송이버섯볶음,김도민,볶음류,채소류,,,,,,
2016.3.21,석식,봄동겉절이,연제호,무침류,채소류,양념 및 장류,,,,,
2016.3.21,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.22,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.22,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.22,중식,쇠고기샤브국,문성일,국탕류,육류,,,,,쇠고기,
2016.3.22,중식,코다리강정,문성일,튀김류,어패류,,,,,,
2016.3.22,중식,두부&김치볶음,,단품류,두류,김치류,,,,,
2016.3.22,중식,유채나물,김도민,무침류,채소류,,,,,,
2016.3.22,중식,깍두기,연제호,무침류,김치류,,,,,,
2016.3.22,석식,굴소스파인볶음밥,편도연,밥류,곡류,어패류,양념 및 장류,,,,
2016.3.22,석식,가쯔오장국,연제호,국탕류,양념 및 장류,,,,,,
2016.3.22,석식,찹쌀순대볶음,연제호,볶음류,육류,채소류,,,,돼지고기,
2016.3.22,석식,궁중떡찜,문성일,찜류,떡류,,,,,,
2016.3.22,석식,두반장가지나물,문성일,볶음류,채소류,양념 및 장류,,,,,
2016.3.22,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.23,중식,콩나물밥*달래장,,비빔밥볶음밥류,채소류,양념 및 장류,,,,,
2016.3.23,중식,맑은국,김윤수,국탕류,채소류,,,,,,
2016.3.23,중식,치킨텐더*요거트D,,샐러드류,채소류,양념 및 장류,,,,,
2016.3.23,중식,땅콩조림,편도연,조림류,곡류,,,,,,
2016.3.23,중식,실곤약초무침,김도민,무침류,묵류,,,,,,
2016.3.23,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.23,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.23,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.23,석식,알탕,김윤수,국탕류,난류,,,,,,
2016.3.23,석식,동그랑땡전,편도연,전류 ,육류,난류,채소류,곡류,,,
2016.3.23,석식,마파두부,연제호,볶음류,두류,양념 및 장류,,,,,
2016.3.23,석식,시금치나물,김윤수,무침류,채소류,,,,,,
2016.3.23,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.24,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.24,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.24,중식,북어계란국,문성일,국탕류,어패류,난류,,,,,
2016.3.24,중식,쇠고기장조림,문성일,조림류,육류,,,,,쇠고기,
2016.3.24,중식,오징어초무침,김도민,무침류,어패류,채소류,,,,,
2016.3.24,중식,시래기나물,문성일,무침류,채소류,,,,,,
2016.3.24,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.24,석식,참치회덮밥,연제호,밥류,어패류,채소류,,,,,
2016.3.24,석식,미소장국,문성일,국탕류,양념 및 장류,,,,,,
2016.3.24,석식,군만두,김도민,튀김류,육류,채소류,곡류,,,돼지,
2016.3.24,석식,콘샐러드,편도연,볶음류,채소류,곡류,,,,,
2016.3.24,석식,바나나,김도민,단품류,과일류,,,,,,
2016.3.24,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.25,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.25,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.25,중식,닭개장,김윤수,국탕류,육류,,,,,닭,
2016.3.25,중식,자반고등어구이,김윤수,구이류,어패류,,,,,,
2016.3.25,중식,비엔나볶음,문성일,볶음류,육류,,,,,돼지고기,
2016.3.25,중식,열무나물,연제호,무침류,채소류,,,,,,
2016.3.25,중식,배추겉절이,편도연,무침류,김치류,,,,,,
2016.3.25,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.25,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.25,석식,냉이된장찌개,편도연,찌개류,두류,채소류,양념 및 장류,,,,
2016.3.25,석식,누룽지탕수육,편도연,튀김류,육류,곡류,,,,육류(돼지),
2016.3.25,석식,감자채볶음,연제호,볶음류,채소류,,,,,,
2016.3.25,석식,청경채무침,편도연,무침류,채소류,,,,,,
2016.3.25,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.28,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.28,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.28,중식,얼갈이된장국,김도민,국탕류,채소류,양념 및 장류,,,,,
2016.3.28,중식,닭갈비,연제호,볶음류,육류,채소류,,,,닭고기,
2016.3.28,중식,해파리냉채,연제호,무침류,해조류,,,,,,
2016.3.28,중식,취나물,편도연,무침류,채소류,,,,,,
2016.3.28,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.28,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.28,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.28,석식,콩비지찌개,문성일,찌개류, 두류,,,,,,
2016.3.28,석식,유산슬,문성일,볶음류,어패류,채소류,,,,,
2016.3.28,석식,해물까스*탈탈소스,김도민,튀김류,어패류,곡류,난류,양념 및 장류,,,
2016.3.28,석식,도라지나물,연제호,무침류,채소류,,,,,,
2016.3.28,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.29,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.29,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.29,중식,옹심이만두국,연제호,국탕류,채소류,만두류,,,,,
2016.3.29,중식,주꾸미볶음,김도민,볶음류,어패류,양념 및 장류,채소류,,,,
2016.3.29,중식,새송이버섯전,김도민,전류,채소류,난류,,,,,
2016.3.29,중식,치커리유자청생채,,무침류,채소류,양념 및 장류,,,,,
2016.3.29,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.29,석식,햄볶음밥,문성일,밥류,채소류,,,,,,
2016.3.29,석식,유부장국,김윤수,국탕류,두류,양념 및 장류,,,,,
2016.3.29,석식,돈육씨앗강정,김도민,튀김류,육류,두류,난류,곡류,,돼지,
2016.3.29,석식,해초무침,김윤수,무침류,해조류,,,,,,
2016.3.29,석식,깨찰빵,김윤수,빵과자류,난류,곡류,,,,,
2016.3.29,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.30,중식,봄새싹비빔밥,,비빔밥볶음밥류,채소류,양념 및 장류,,,,,
2016.3.30,중식,쪽파국,,국탕류,채소류,,,,,,
2016.3.30,중식,오징어튀김,연제호,튀김류,어패류,,,,,,
2016.3.30,중식,알감자버터구이,,구이류,채소류,양념 및 장류,,,,,
2016.3.30,중식,오렌지,편도연,단품류,과일류,,,,,,
2016.3.30,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.30,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.30,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.30,석식,어묵국,김도민,국탕류,어패류,,,,,,
2016.3.30,석식,등갈비김치찜,문성일,찜류,육류,김치류,,,,돼지고기,
2016.3.30,석식,청포묵무침,문성일,무침류,묵류,양념 및 장류,,,,,
2016.3.30,석식,애호박나물,연제호,무침류,채소류,,,,,,
2016.3.30,석식,깍두기,연제호,무침류,김치류,,,,,,
2016.3.31,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.3.31,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.3.31,중식,매운콩나물국,김윤수,국탕류,채소류,,,,,,
2016.3.31,중식,돈육굴소스볶음,김도민,볶음류,육류,,,,,돼지고기,
2016.3.31,중식,동태전,연제호,전류,어패류,난류,,,,,
2016.3.31,중식,봄동나물,김도민,무침류,채소류,,,,,,
2016.3.31,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.3.31,석식,주먹밥,편도연,밥류,곡류,채소류,양념 및 장류,,,,
2016.3.31,석식,잔치국수,편도연,국수류,면류,,,,,,
2016.3.31,석식,또띠아피자,김도민,빵과자류,곡류,난류,채소류,,,,
2016.3.31,석식,과일샐러드,연제호,샐러드류,과일류,,,,,,
2016.3.31,석식,오이피클,연제호,장아찌류,채소류,,,,,,
2016.3.31,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.1,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.1,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.1,중식,버섯들깨탕,편도연,국탕류,채소류,,,,,,
2016.4.1,중식,갈치조림,김윤수,조림류,어패류,양념 및 장류,,,,,
2016.4.1,중식,우엉잡채,연제호,볶음류,채소류,,,,,,
2016.4.1,중식,아삭고추무침,문성일,무침류,채소류,,,,,,
2016.4.1,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.1,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.1,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.1,석식,쇠고기미역국,김윤수,국탕류,해조류,육류,,,,소,
2016.4.1,석식,순살깐풍기,김윤수,튀김류,육류,,,,,닭,
2016.4.1,석식,계란찜,김도민,찜류,난류,채소류,,,,,
2016.4.1,석식,숙주미나리나물,김윤수,무침류,채소류,,,,,,
2016.4.1,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.4,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.4,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.4,중식,순두부찌개,문성일,찌개류,두류,,,,,,
2016.4.4,중식,쇠불고기,편도연,볶음류,채소류,육류,,,,소,
2016.4.4,중식,브로컬리맛살볶음,편도연,볶음류,채소류,어패류,,,,,
2016.4.4,중식,풋마늘초무침,문성일,무침류,채소류,양념 및 장류,,,,,
2016.4.4,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.4,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.4,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.4,석식,된장찌개,연제호,찌개류,양념 및 장류,,,,,,
2016.4.4,석식,고등어조림,연제호,조림류,어패류,,,,,,
2016.4.4,석식,고기전,편도연,전류,육류,,,,,육류,
2016.4.4,석식,부추생채,편도연,무침류,채소류,,,,,,
2016.4.4,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.5,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.5,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.5,중식,북어국,연제호,국탕류,어패류,,,,,,
2016.4.5,중식,오징어볶음*소면,연제호,볶음류,어패류,면류,,,,,
2016.4.5,중식,모둠소시지구이,김도민,구이류,육류,채소류,,,,돼지,
2016.4.5,중식,시금치나물,김윤수,무침류,채소류,,,,,,
2016.4.5,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.5,석식,김치볶음밥,김도민,밥류,육류,김치류,곡류,,,돼지,
2016.4.5,석식,가쯔오장국,연제호,국탕류,양념 및 장류,,,,,,
2016.4.5,석식,감자치즈구이,김윤수,구이류,채소류,,,,,,
2016.4.5,석식,꽃맛살샐러드,김도민,샐러드류,어패류,채소류,,,,,
2016.4.5,석식,단무지,편도연,장아찌류,채소류,,,,,,
2016.4.5,석식,깍두기,연제호,무침류,김치류,,,,,,
2016.4.6,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.6,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.6,중식,올갱이아욱국,문성일,국탕류,어패류,,,,,,
2016.4.6,중식,제육볶음,김윤수,볶음류,육류,,,,,돼지,
2016.4.6,중식,두부조림,연제호,조림류,두류,양념 및 장류,,,,,
2016.4.6,중식,모둠쌈*쌈장,,단품류,채소류,양념 및 장류,,,,,
2016.4.6,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.6,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.6,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.6,석식,매운버섯국,김도민,국탕류,채소류,,,,,,
2016.4.6,석식,찜닭,김윤수,찜류,육류,,,,,닭,
2016.4.6,석식,탕평채,편도연,무침류,채소류,,,,,,
2016.4.6,석식,청경채생채,연제호,무침류,채소류,,,,,,
2016.4.6,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.7,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.7,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.7,중식,어묵국,김도민,국탕류,어패류,,,,,,
2016.4.7,중식,매운돼지갈비찜,김도민,찜류,육류,채소류,양념 및 장류,,,돼지,
2016.4.7,중식,해물파전,연제호,전류,어패류,,,,,,
2016.4.7,중식,무생채,김윤수,무침류,채소류,,,,,,
2016.4.7,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.7,석식,김밥,김도민,김(초)밥류,육류,해조류,채소류,,,돼지,
2016.4.7,석식,우동,문성일,국탕류,면류,,,,,,
2016.4.7,석식,야채튀김,김윤수,튀김류,채소류,,,,,,
2016.4.7,석식,조각사과,문성일,단품류,과일류,,,,,,
2016.4.7,석식,오복지,김윤수,장아찌류,채소류,,,,,,
2016.4.7,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.8,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.8,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.8,중식,배추된장국,김윤수,국탕류,채소류,양념 및 장류,,,,,
2016.4.8,중식,순살양념치킨,,튀김류,육류,양념 및 장류,,,,닭,
2016.4.8,중식,메추리알조림,김도민,조림류,난류,,,,,,
2016.4.8,중식,콩나물무침,편도연,무침류,채소류,,,,,,
2016.4.8,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.8,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.8,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.8,석식,오징어국,김도민,국탕류,어패류,채소류,,,,,
2016.4.8,석식,미니함박,김윤수,구이류,육류,,,,,돼지,
2016.4.8,석식,멸치호두볶음,문성일,볶음류,어패류,,,,,,
2016.4.8,석식,치커리사과무침,김도민,무침류,채소류,과일류,양념 및 장류,,,,
2016.4.8,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.4.11,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.4.11,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.4.11,중식,시래기국,편도연,국탕류,채소류,,,,,,
2016.4.11,중식,훈제오리구이,연제호,구이류,육류,,,,,오리고기,
2016.4.11,중식,무쌈,문성일,조림류,채소류,,,,,,
2016.4.11,중식,양파절임,김도민,장아찌류,채소류,,,,,,
2016.4.11,중식,풋마늘초무침,문성일,무침류,채소류,양념 및 장류,,,,,
2016.4.11,중식,포기김치,연제호,무침류,김치류,,,,,,
