메뉴,작업자,대분류,중분류(재료1),중분류2(재료2),중분류3(재료3),중분류4(재료4),중분류5(재료5),소분류1(육류 종류만 기재),양식(western) 여부,,,,,
홍어채무침,연제호,무침류,어패류,채소류,양념 및 장류,,,,,,,,,
열무물국수,연제호,국수류,채소류,면류,양념 및 장류,,,,,,,,,
비빔만두채소무침,연제호,무침류,만두류,채소류,양념 및 장류,,,,,,,,,
녹차카스테라,연제호,빵과자류,,,,,,,,,,,,
오징어튀김,연제호,튀김류,어패류,,,,,,,,,,,
양배추샐러드&사우전D,연제호,샐러드류,채소류,양념 및 장류,,,,,,,,,,
김치어묵탕,연제호,국탕류,김치류,묵류,어패류,,,,,,,,,
영양닭죽,연제호,죽류,육류,곡류,,,,닭고기,,,,,,
치즈팡샌드,연제호,빵과자류,,,,,,,,,,,,
포도주스,연제호,음료 및 주류,과일류,,,,,,,,,,,
부추오이생채,연제호,무침류,채소류,,,,,,,,,,,
모듬소세지,연제호,구이류,육류,,,,,돼지고기,,,,,,
돈수육*쌈장,연제호,찜류,육류,양념 및 장류,,,,돼지고기,,,,,,
근대나물무침,연제호,무침류,채소류,,,,,,,,,,,
계란,연제호,단품류,난류,,,,,,,,,,,
취나물무침,연제호,무침류,채소류,,,,,,,,,,,
수제오징어튀김,연제호,튀김류,어패류,,,,,,,,,,,
햄치즈샌드위치,연제호,빵과자류,육류,,,,,돼지고기,,,,,,
군고구마,연제호,단품류,채소류,,,,,,,,,,,
새송이죽,연제호,죽류,채소류,곡류,,,,,,,,,,
버섯들깨죽,연제호,죽류,채소류,곡류,,,,,,,,,,
모듬버섯탕수육,연제호,튀김류,채소류,,,,,,,,,,,
근대된장국,연제호,국탕류,채소류,양념 및 장류,,,,,,,,,,
호떡,연제호,빵과자류,난류,,,,,,,,,,,
도라지오이생채,연제호,무침류,채소류,,,,,,,,,,,
과일,연제호,단품류,과일류,,,,,,,,,,,
매운닭찜,연제호,찜류,육류,,,,,닭고기,,,,,,
사과샌드위치,연제호,빵과자류,과일류,,,,,,,,,,,
마늘치킨,연제호,튀김류,육류,채소류,,,,닭고기,,,,,,
파래무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
모짜렐라핫도그,연제호,빵과자류,육류 ,,,,,돼지고기,,,,,,
베이컨숙주볶음,연제호,볶음류,육류,채소류,,,,돼지고기,,,,,,
삼겹살구이,연제호,구이류,육류,,,,,돼지고기,,,,,,
두부구이*양념장,연제호,구이류,두류,양념 및 장류,,,,,,,,,,
고추지무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
중국식볶음밥,연제호,밥류,곡류 ,난류,채소류,,,,,,,,,
오이양파무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
근대국,연제호,국탕류,채소류,,,,,,,,,,,
귤,연제호,단품류,과일류,,,,,,,,,,,
동태전,연제호,전류,어패류,난류,,,,,,,,,,
옛날소시지전*케찹,연제호,전류,육류,양념 및 장류,,,,돼지고기,,,,,,
볶음밥*자장소스,연제호,밥류,곡류,양념 및 장류,채소류,,,,,,,,,
훈제오리구이,연제호,구이류,육류,,,,,오리고기,,,,,,
수제고로케,연제호,튀김류,채소류,난류,,,,,,,,,,
홍합미역국,연제호,국탕류,어패류,해조류,,,,,,,,,,
감자햄조림,연제호,조림류,채소류,육류,,,,돼지고기,,,,,,
버섯햄볶음,연제호,볶음류,채소류,육류,,,,돼지고기,,,,,,
감자만두국,연제호,국탕류,채소류,만두류,,,,,,,,,,
햄에그샌드,연제호,빵과자류,육류,,,,,돼지고기,,,,,,
자기개발의날,연제호,,,,,,,,,,,,,
멸치캐슈넛볶음,연제호,볶음류,어패류,,,,,,,,,,,
양념고추지,연제호,무침류,,,,,,,,,,,,
황태해장국,연제호,국탕류,어패류,,,,,,,,,,,
건파래무침,연제호,무침류,해조류,양념 및 장류,,,,,,,,,,
츄러스,연제호,빵과자류,난류,,,,,,,,,,,
볼어묵고추장볶음,연제호,볶음류,묵류,어패류,양념 및 장류,,,,,,,,,
봄동겉절이,연제호,김치류,채소류,양념 및 장류,,,,,,,,,,
콩나물겨자채,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
찹쌀순대볶음,연제호,볶음류,육류,채소류,,,,돼지고기,,,,,,
버섯들깨나물,연제호,무침류,채소류,,,,,,,,,,,
콩나물불고기,연제호,볶음류,채소류,육류,,,,돼지고기/소고기,,,,,,
버섯메밀전,연제호,전류,채소류,난류,,,,,,,,,,
돈육모듬장조림,연제호,조림류,육류,,,,,돼지고기,,,,,,
꼬막찜,연제호,찜류,어패류,,,,,,,,,,,
상추무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
소고기매운무국,연제호,국탕류,육류,채소류,,,,소고기,,,,,,
갈치카레구이,연제호,구이류,어패류,양념 및 장류,,,,,,,,,,
메쉬드포테이토,연제호,샐러드류,채소류,,,,,,,,,,,
소불고기,연제호,볶음류,육류,,,,,소고기,,,,,,
우엉어묵볶음,연제호,볶음류,채소류,묵류,어패류,,,,,,,,,
삼색샌드위치,연제호,빵과자류,난류 ,,,,,,,,,,,
알리오올리오파스타,연제호,국수류,면류,채소류,,,,,,,,,,
멕시칸샐러드,연제호,샐러드류,채소류,어패류,양념 및 장류,,,,,,,,,
세발나물오리엔탈무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
돈육가지두반장볶음,연제호,볶음류,육류,채소류,양념 및 장류,,,돼지고기,,,,,,
머위된장무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
두부찜,연제호,찜류,두류,,,,,,,,,,,
채소라면,연제호,국수류,채소류,면류,,,,,,,,,,
우거지국,연제호,국탕류,채소류,,,,,,,,,,,
얼갈이겉절이,연제호,김치류,채소류,양념 및 장류,,,,,,,,,,
고구마치즈구이,연제호,구이류,채소류,,,,,,,,,,,
날치알김치볶음밥,연제호,밥류,어패류,김치류,곡류,,,,,,,,,
주꾸미삼겹살볶음,연제호,밥류,어패류,육류,,,,돼지고기,,,,,,
매운등뼈조림,연제호,조림류,육류,,,,,돼지고기,,,,,,
깐풍아귀,연제호,볶음류,어패류,양념 및 장류,,,,,,,,,,
삼색귤소스무침,연제호,무침류,과일류,채소류,양념 및 장류,,,,,,,,,
미니우동,연제호,국수류,면류,,,,,,,,,,,
브로컬리무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
해물칼국수,연제호,국수류,어패류,면류,,,,,,,,,,
오징어숙회무침,연제호,무침류,어패류,양념 및 장류,,,,,,,,,,
얼큰동태탕,연제호,국탕류,어패류,,,,,,,,,,,
마파두부,연제호,볶음류,두류,양념 및 장류,,,,,,,,,,
낙지볶음덮밥,연제호,밥류,어패류,곡류,,,,,,,,,,
시래기삼치조림,연제호,조림류,어패류,채소류,,,,,,,,,,
브로콜리스프,연제호,죽류,채소류,,,,,,,,,,,
꽈리고추어묵조림,연제호,조림류,채소류,묵류,어패류,,,,,,,,,
사골파국*소면사리,연제호,국탕류,육류,채소류,면류,,,돼지고기,,,,,,
가자미양념조림,연제호,조림류,어패류,양념 및 장류,,,,,,,,,,
뼈감자탕,연제호,국탕류,육류,,,,,돼지고기,,,,,,
BLT샌드,연제호,빵과자류,채소류,육류,,,,돼지고기,,,,,,
가지두반장볶음,연제호,볶음류,채소류,양념 및 장류,,,,,,,,,,
비빔밥,연제호,밥류,곡류,채소류,,,,,,,,,,
볼어묵볶음,연제호,볶음류,묵류,어패류,,,,,,,,,,
셀프무쌈말이,연제호,장아찌류,채소류,,,,,,,,,,,
대추채멸치볶음,연제호,볶음류,대추=채소류?,어패류,,,,,,,,,,
호밧젓국찌개,연제호,국탕류,채소류,어패류,,,,,,,,,,
남친샌드위치,연제호,빵과자류,과일류,채소류,난류,,,,,,,,,
부추김무침,연제호,무침류,채소류,해조류,양념 및 장류,,,,,,,,,
얼갈이된장무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
파인애플주스,연제호,음료 및 주류,과일류,,,,,,,,,,,
맑은콩나물국,연제호,국탕류,채소류,,,,,,,,,,,
열무나물,연제호,무침류,채소류,,,,,,,,,,,
우엉조림,연제호,조림류,채소류,,,,,,,,,,,
맑은연두부탕,연제호,국탕류,두류,,,,,,,,,,,
돼지갈비찜,연제호,찜류,육류,,,,,돼지고기,,,,,,
크로와상샌드,연제호,빵과자류,채소류,난류,,,,,,,,,,
감자채볶음,연제호,볶음류,채소류,,,,,,,,,,,
꼬막비빔밥,연제호,밥류,어패류,곡류,채소류,,,,,,,,,
마제소바,연제호,국수류,면류,양념 및 장류,,,,,,,,,,
조랭이떡국,연제호,국탕류,떡류,,,,,,,,,,,
단팥죽,연제호,죽류,팥(?)=채소류?,떡류,,,,,,,,,,
참나물초장무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
깍둑오이초무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
오징어볶음*소면,연제호,볶음류,어패류,면류,,,,,,,,,,
"고추,양파",연제호,단품류,채소류,,,,,,,,,,,
토마토계란찜,연제호,찜류,채소류,난류,,,,,,,,,,
폭탄주먹밥,연제호,밥류,곡류,해조류,채소류,,,,,,,,,
토마토샐러드*발사믹드레싱,연제호,샐러드류,채소류,양념 및 장류,,,,,,,,,,
실곤약흑임자무침,연제호,무침류,채소류,양념 및 장류,,,,,,,,,,
자반고등어찜,연제호,찜류,어패류,,,,,,,,,,,
돈육피망볶음,연제호,볶음류,육류,채소류,,,,돼지,,,,,,
아삭고추된장무침,연제호,무침류,채소류,양념 및 장류,두류,,,,,,,,,
매운떡볶이*순대찜,연제호,찜류,떡류,육류,채소류,,,돼지,,,,,,
카레홍합찜,연제호,찜류,어패류,,,,,,,,,,,
해물김치전,연제호,전류,김치류,어패류,곡류,,,,,,,,,
낙지볶음,연제호,볶음류,어패류,채소류,,,,,,,,,,
새송이조림,연제호,조림류,채소류,,,,,,,,,,,
단호박샌드,연제호,빵과자류,채소류,난류,곡류,,,,,,,,,
춘장돈육볶음,연제호,볶음류,육류,양념 및 장류,채소류,,,돼지,,,,,,
해물순두부찌개,연제호,찌개류,어패류,두류,,,,,,,,,,
홍시드레싱샐러드,연제호,샐러드류,과일류,채소류,,,,,,,,,,
해물까스&타르타르D,연제호,튀김류,어패류,양념 및 장류,곡류,난류,,,,,,,,
핫케이크,연제호,빵과자류,곡류,난류,,,,,,,,,,
생크림와플,연제호,빵과자류,곡류,난류,,,,,,,,,,
부추겉절이,연제호,김치류,채소류,양념 및 장류,,,,,,,,,,
군만두*초간장,연제호,튀김류,만두류,양념 및 장류,,,,,,,,,,
녹두빈대떡,연제호,전류,채소류,곡류,,,,,,,,,,
순두부백탕,연제호,국탕류,두류,채소류,,,,,,,,,,
맑은감자국,연제호,국탕류,채소류,,,,,,,,,,,
낙지김치죽,연제호,죽류,어패류,김치류,곡류,,,,,,,,,
샌드위치,연제호,빵과자류,곡류,난류,채소류,,,,,,,,,
콘스프,연제호,죽류,채소류,곡류,,,,,,,,,,
배추맑은국,연제호,국탕류,채소류,두류,양념 및 장류,,,,,,,,,
증편,연제호,찜류,떡류,,,,,,,,,,,
크로와상,연제호,빵과자류,곡류,난류,,,,,,,,,,
낙지덮밥,연제호,밥류,어패류,채소류,양념 및 장류,,,,,,,,,
유부우동,연제호,국수류,면류,채소류,어패류,,,,,,,,,
만두,연제호,찜류,만두류,,,,,,,,,,,
섭산적고추장구이,연제호,구이류,육류,양념 및 장류,,,,소,,,,,,
자장소스,연제호,단품류,육류,채소류,,,,돼지,,,,,,
짜장덮밥,연제호,밥류,육류,채소류,곡류,,,돼지,,,,,,
병아리*렌틸콩샐러드,연제호,샐러드류,채소류,,,,,,,,,,,
훈제오리떡볶음,연제호,볶음류,육류,떡류,,,,오리,,,,,,
매콤어묵볶음,연제호,볶음류,어패류,,,,,,,,,,,
꼬치어묵매운탕,연제호,국탕류,어패류,채소류,,,,,,,,,,
우동장국,연제호,국탕류,면류,어패류,양념 및 장류,,,,,,,,,
김치녹두전,연제호,전류,김치류,채소류,곡류,,,,,,,,,
호박잎된장찌개,연제호,찌개류,채소류,두류,양념 및 장류,,,,,,,,,
크림치즈프레즐,연제호,빵과자류,난류,곡류,,,,,,,,,,
두부계란부침*양념,연제호,구이류,두류,난류,양념 및 장류,,,,,,,,,
양송이스프,연제호,죽류,채소류,,,,,,,,,,,
야채쫄면무침,연제호,무침류,면류,채소류,,,,,,,,,,
해물가스*탈탈소스,연제호,튀김류,어패류,난류,곡류,양념 및 장류,,,,,,,,
사과오이초무침,연제호,무침류,과일류,채소류,,,,,,,,,,
매실주스,연제호,음료 및 주류,과일류,,,,,,,,,,,
주꾸미떡볶음,연제호,볶음류,어패류,떡류,,,,,,,,,,
김치두부국,연제호,국탕류,김치류,두류,,,,,,,,,,
비엔나컬리플라워볶음,연제호,볶음류,육류,채소류,,,,돼지,,,,,,
개성감자만두,연제호,찜류,만두류,,,,,,,,,,,
양상추메추리알샐러드,연제호,샐러드류,채소류,난류,,,,,,,,,,
꼬치어묵떡볶이,연제호,볶음류,떡류,어패류,,,,,,,,,,
고등어김치말이,연제호,찜류,어패류,김치류,,,,,,,,,,
영양부추생채,연제호,무침류,채소류,,,,,,,,,,,
동태매운탕,연제호,국탕류,어패류,채소류,,,,,,,,,,
매운소불고기,연제호,볶음류,육류,채소류,,,,소,,,,,,
도라지나물,연제호,무침류,채소류,,,,,,,,,,,
춘천닭갈비,연제호,볶음류,육류,채소류,,,,닭,,,,,,
닭갈비볶음밥,연제호,밥류,육류,채소류,곡류,양념 및 장류,,닭,,,,,,
양파*쌈장,연제호,단품류,양념 및 장류,채소류,,,,,,,,,,
불고기브리또,연제호,빵과자류,육류,채소류,곡류,난류,,소,,,,,,
샐러드파스타,연제호,샐러드류,면류,채소류,,,,,,,,,,
미역줄기볶음,연제호,무침류,해초류,,,,,,,,,,,
수제돈까스,연제호,튀김류,육류,,,,,돼지,,,,,,
치킨무,연제호,장아찌류,채소류,,,,,,,,,,,
재래김*양념장,편도연,단품류,해조류,양념 및 장류,,,,,,,,,,
모듬묵*장,편도연,무침류,묵류,양념 및 장류,,,,,,,,,,
수제치킨까스,편도연,튀김류,,,,,,육류(닭),1,,,,,
새우로제파스타,편도연,면류,면류,,,,,,1,,,,,
비트무생채,편도연,무침류,채소류,,,,,,,,,,,
쇠고기우거지국,편도연,국탕류,채소류,,,,,육류(소),,,,,,
그린빈베이컨볶음,편도연,볶음류,두류,,,,,육류(돼지),,,,,,
콩나물밥*양념장,편도연,밥류,곡류,채소류,양념 및 장류,,,,,,,,,
고갈비구이,편도연,구이류,어패류,,,,,,,,,,,
감자고추장찌개,편도연,찌개류,곡물,,,,,,,,,,,
옛날돈까스,편도연,튀김류,,,,,,육류(돼지),,,,,,
쇠고기무국,편도연,국탕류,채소류,,,,,육류(소),,,,,,
대만식연유샌드위치,편도연,빵과자류,,,,,,,1,,,,,
호박반달나물,편도연,무침류,채소류,,,,,,1,,,,,
생선커틀릿*탈탈소스,편도연,튀김류,어패류,,,,,,1,,,,,
감자튀김,편도연,튀김류,곡물,,,,,,,,,,,
카레돈까스정식,편도연,튀김류,,,,,,육류(돼지),,,,,,
닭가슴살냉채,편도연,무침류,해조류,,,,,육류(닭),,,,,,
궁중떡볶음,편도연,볶음류,떡류,,,,,,,,,,,
온모밀국수,편도연,국수류,면류,,,,,,,,,,,
오렌지,편도연,단품류,과일류,,,,,,,,,,,
콩나물볶음,편도연,볶음류,채소류,,,,,,,,,,,
치커리오이무침,편도연,무침류,,,,,,,,,,,,
땅콩멸치볶음,편도연,볶음류,두류,어패류,,,,,,,,,,
김치참치주먹밥,편도연,밥류,곡류,김치류,어패류,,,,,,,,,
매콤사태찜,편도연,찜류,육류,,,,,소고기,,,,,,
등갈비오븐구이,편도연,구이류,,,,,,육류(돼지),,,,,,
쑥갓두부무침,편도연,무침류,두류,채소류,,,,,,,,,,
카레감자볶음,편도연,볶음류,곡류,,,,,,,,,,,
떡만두국,편도연,국탕류,만두류,떡류,,,,,,,,,,
우엉간장조림,편도연,조림류,채소류,양념 및 장류,,,,,,,,,,
호두죽,편도연,조림류,곡류,,,,,,,,,,,
캔꽁치무조림,편도연,조림류,어패류,,,,,,,,,,,
감자조림,편도연,조림류,곡류,,,,,,,,,,,
펜네베이컨샐러드,편도연,샐러드류,채소류,육류,,,,돼지,1,,,,,
낙지볶음*소면,편도연,볶음류,어패류,면류,,,,,,,,,,
멸치크랜베리볶음,편도연,볶음류,어패류,과일류,,,,,,,,,,
탕수육,편도연,튀김류,육류,,,,,육류(돼지),,,,,,
버섯불고기,편도연,볶음류,,,,,,육류(소),,,,,,
꼬치어묵탕,편도연,국탕류,어패류,,,,,,,,,,,
지리멸치볶음,편도연,볶음류,어패류,,,,,,,,,,,
참나물땅콩가루무침,편도연,무침류,채소류,,,,,,,,,,,
후난식볶음밥,편도연,밥류,곡류,,,,,,,,,,,
봄동된장국,편도연,국탕류,채소류,,,,,,,,,,,
콘샐러드,편도연,볶음류,채소류,곡류,,,,,,,,,,
쇠고기낙지볶음,편도연,찜류,어패류,,,,,육류(소),,,,,,
단호박치즈해물찜,편도연,찜류,채소류,,,,,,,,,,,
청경채무침,편도연,무침류,채소류,,,,,,,,,,,
날＞,편도연,,,,,,,,,,,,,
사과청경채무침,편도연,무침류,채소류,과일류,,,,,,,,,,
미니쫄우동*맛살튀김,편도연,국수류,면류,어패류,,,,,,,,,,
리코타치즈샐러드,편도연,샐러드류,,,,,,,,,,,,
고르곤졸라피자,편도연,빵과자류,,,,,,,,,,,,
풋고추양파무침,편도연,무침류,채소류,,,,,,,,,,,
모시조개시금치국,편도연,국탕류,어패류,채소류,,,,,,,,,,
마늘쫑햄볶음,편도연,볶음류,채소류,,,,,육류(돼지),,,,,,
브로컬리꽃맛살샐러드,편도연,샐러드류,채소류,,,,,,,,,,,
해물떡볶이,편도연,볶음류,떡류,,,,,,,,,,,
브로컬리들깨찜,편도연,찜류,채소류,,,,,,,,,,,
깻잎쌈*청양마요소스,편도연,샐러드류,채소류,,,,,,,,,,,
호박나물,편도연,무침류,채소류,,,,,,,,,,,
춘권,편도연,튀김류,채소류,,,,,,,,,,,
김가루실파무침,편도연,무침류,해조류,채소류,,,,,,,,,,
요구르트,편도연,유제품류,,,,,,,,,,,,
컬리플라워샐러드,편도연,샐러드류,채소류,,,,,,,,,,,
고구마치즈돈까스,편도연,튀김류,곡류,,,,,육류(돼지),,,,,,
비트무피클,편도연,장아찌류,채소,,,,,,,,,,,
차돌박이찌개,편도연,찌개류,,,,,,육류(소),,,,,,
무말랭이무침,편도연,무침류,채소,,,,,,,,,,,
야채전,편도연,전류,채소,,,,,,,,,,,
고구마그라탕,편도연,구이류,곡류,,,,,,,,,,,
카레감자채볶음,편도연,볶음류,곡류,,,,,,,,,,,
크림치즈와플,편도연,빵과자류,,,,,,,1,,,,,
사골우거지국,편도연,국탕류,채소류,육류,,,,소고기,,,,,,
양파치킨,편도연,튀김류,채소류,,,,,육류(닭),,,,,,
머위대초무침,편도연,무침류,채소류,,,,,,,,,,,
오징어야채무침,편도연,무침류,채소류,어패류,,,,,,,,,,
가자미구이,편도연,구이류,어패류,,,,,,,,,,,
모듬쌈,편도연,샐러드류,채소류,,,,,,,,,,,
양배추쌈,편도연,찜류,채소류,,,,,,,,,,,
브로컬리두부무침,편도연,무침류,채소류,두류,,,,,,,,,,
비엔나곤약조림,편도연,조림류,육류,묵류,,,,,,,,,,
땅콩조림,편도연,조림류,곡류,,,,,,,,,,,
콘슬로우,편도연,샐러드류,곡류,,,,,,,,,,,
컵라면&찐계란,편도연,국수류,단품,난류,,,,,,,,,,
온두부,편도연,단품류,두류,,,,,,,,,,,
배추겉절이,편도연,김치류,김치류,,,,,,,,,,,
스틱치즈케익,편도연,빵과자류,단품류,,,,,,1,,,,,
후리가케덮밥,편도연,밥류,양념 및 장류,,,,,,,,,,,
닭윙강정튀김,편도연,튀김류,,,,,,닭,,,,,,
순살닭강정,편도연,튀김류,,,,,,닭,,,,,,
훈제오리볶음,편도연,볶음류,,,,,,오리,,,,,,
단배추겉절이,편도연,김치류,김치류,,,,,,,,,,,
햄치즈또띠아,편도연,빵과자류,,,,,,,1,,,,,
우엉땅콩조림,편도연,조림류,두류,,,,,,,,,,,
꼬지어묵우동,편도연,국탕류,어패류,면류,,,,,,,,,,
돌나물&된장소스,편도연,무침류,채소류,양념 및 장류,,,,,,,,,,
적어양념구이,편도연,구이류,어패류,양념 및 장류,,,,,,,,,,
파채*소스,편도연,무침류,채소류,양념 및 장류,,,,,,,,,,
페스츄리,편도연,빵과자류,,,,,,,1,,,,,
수수부꾸미,편도연,전류,떡류,,,,,,,,,,,
고구마순들깨볶음,편도연,볶음류,곡류,채소류,,,,,,,,,,
탕평채,편도연,무침류,,,,,,,,,,,,
감귤쥬스,편도연,음료 및 주류,,,,,,,,,,,,
온메밀소바,편도연,국수류,면류,,,,,,,,,,,
너비아니*부추생채,편도연,구이류,,,,,,육류(소),,,,,,
수제돈가스&소스,편도연,튀김류,,,,,,육류(돼지),,,,,,
통아몬드멸치볶음,편도연,볶음류,어패류,두류,,,,,,,,,,
굴소스파인볶음밥,편도연,밥류,곡류,어패류,양념 및 장류,,,,,,,,,
망고주스,편도연,음료 및 주류,,,,,,,,,,,,
산고추지무침,편도연,무침류,채소류,,,,,,,,,,,
김치찌개,편도연,찌개류,김치류,,,,,,,,,,,
잡곡밥,편도연,밥류,곡류,,,,,,,,,,,
두부동그랑땡,편도연,전류,,,,,,,,,,,,
버섯매운국,편도연,국탕류,,,,,,,,,,,,
브로컬리초회,편도연,찜류,채소류,,,,,,,,,,,
해쉬포테이토*케찹,편도연,튀김류,곡류,,,,,,,,,,,
쪽파숙회,편도연,찜류,채소류,,,,,,,,,,,
쇠고기마늘죽,편도연,죽류,,,,,,육류(소),,,,,,
도라지볶음,편도연,볶음류,채소류,,,,,,,,,,,
무비트생채,편도연,무침류,채소류,,,,,,,,,,,
호박된장국,편도연,국탕류,채소류,,,,,,,,,,,
닭볶음탕,편도연,볶음류,,,,,,육류(닭),,,,,,
애플카레라이스,편도연,밥류,과일류,양념 및 장류,,,,,1,,,,,
단감치커리무침,편도연,무침류,양념 및 장류,채소류,과일류,,,,,,,,,
수제부들어묵잡채튀김,편도연,튀김류,어패류,,,,,,,,,,,
뼈없는감자탕,편도연,국탕류,육류,채소류,,,,육류(돼지),,,,,,
명엽채고추장볶음,편도연,볶음류,채소류,,,,,,,,,,,
브로컬리들깨소스,편도연,찜류,채소류,,,,,,,,,,,
깻순나물,편도연,무침류,채소류,,,,,,,,,,,
깐풍육,편도연,튀김류,육류,,,,,육류(돼지),,,,,,
영양부추무침,편도연,무침류,채소류,,,,,,,,,,,
소시지볶음,편도연,볶음류,,,,,,육류(돼지),,,,,,
열무된장국,편도연,국탕류,채소류,양념 및 장류,,,,,,,,,,
팬케익,편도연,빵과자류,,,,,,,1,,,,,
연유꽃빵튀김,편도연,튀김류,,,,,,,1,,,,,
가쯔오국,편도연,국탕류,양념 및 장류,,,,,,,,,,,
양상추샐러드*오리엔탈D,편도연,샐러드류,채소류,,,,,,,,,,,
삼치튀김*데리소스,편도연,튀김류,어패류,,,,,,,,,,,
트위스터버거,편도연,빵과자류,,,,,,,1,,,,,
소고기낙지볶음,편도연,볶음류,,,,,,육류(소),,,,,,
감자튀김*케찹,편도연,튀김류,곡류,,,,,,,,,,,
브로컬리초장,편도연,찜류,채소류,,,,,,,,,,,
참치샌드,편도연,빵과자류,어패류,,,,,,,,,,,
호빵,편도연,빵과자류,,,,,,,,,,,,
콩나물무침,편도연,무침류,채소류,,,,,,,,,,,
대구찌개,편도연,찌개류,어패류,,,,,,,,,,,
순두부백탕*간장,편도연,국탕류,두류,,,,,,,,,,,
물파래전,편도연,전류,해조류,,,,,,,,,,,
가지마파두부,편도연,볶음류,두류,채소류,,,,,,,,,,
토란국,편도연,국탕류,채소류,,,,,,,,,,,
수제고기깻잎전,편도연,전류,채소류,,,,,육류,,,,,,
파김치,편도연,김치류,김치류,,,,,,,,,,,
호박맑은국,편도연,국탕류,채소류,,,,,,,,,,,
취나물,편도연,무침류,채소류,,,,,,,,,,,
소라살죽,편도연,죽류,곡류,,,,,,,,,,,
돌나물초장,편도연,무침류,채소류,,,,,,,,,,,
도토리묵채소무침,편도연,무침류,묵류,채소류,,,,,,,,,,
근대감자국,편도연,국탕류,곡류,,,,,,,,,,,
가지양파나물,편도연,무침류,,,,,,육류(소),,,,,,
쇠불고기,편도연,볶음류,채소류,,,,,소,,,,,,
호박새우젓찌개,편도연,찌개류,어패류,채소류,,,,,,,,,,
숙주나물당근무침,편도연,무침류,채소류,,,,,,,,,,,
매운감자조림,편도연,조림류,곡류,,,,,,,,,,,
건새우무채국,편도연,국탕류,어패류,채소류,,,,,,,,,,
대만샌드위치,편도연,빵과자류,,,,,,,1,,,,,
오이선,편도연,장아찌류,,,,,,,,,,,,
미역죽,편도연,죽류,곡류,해조류,,,,,,,,,,
호박고구마오븐구이,편도연,구이류,채소류,곡류,,,,,,,,,,
돈사태찜,편도연,찜류,,,,,,육류(소),,,,,,
삼겹살볶음밥,편도연,밥류,곡류,,,,,육류(돼지),,,,,,
BLT샌드위치,편도연,빵과자류,,,,,,,1,,,,,
비타민샐러드*요거트D,편도연,샐러드류,채소류,,,,,,,,,,,
해물까스*칠리소스,편도연,튀김류,,,,,,,,,,,,
유부김치국,편도연,국탕류,김치류,,,,,,,,,,,
고구마맛탕,편도연,튀김류,곡류,,,,,,,,,,,
오곡죽,편도연,죽류,곡류,,,,,,,,,,,
쑥갓생무침,편도연,무침류,채소류,,,,,,,,,,,
애플망고두유,편도연,음료,,,,,,,,,,,,
도라지오이무침,편도연,무침류,채소류,,,,,,,,,,,
카스텔라,편도연,빵과자류,,,,,,,1,,,,,
쇠고기죽,편도연,죽류,곡류,,,,,육류(소),,,,,,
버섯국,편도연,국탕류,,,,,,,,,,,,
채소튀김*장,편도연,튀김류,채소류,,,,,,,,,,,
방어양념장구이,편도연,구이류,어패류,,,,,,,,,,,
마늘쫑맛살볶음,편도연,볶음류,채소류,,,,,,,,,,,
참치샐러드,편도연,샐러드류,어패류,채소류,,,,,,,,,,
모닝빵,편도연,빵과자류,,,,,,,1,,,,,
땡초주먹밥,편도연,밥류,곡류,채소류,,,,,,,,,,
베이컨샌드위치,편도연,빵과자류,,,,,,,1,,,,,
모둠과일,편도연,샐러드류,과일류,,,,,,,,,,,
참치채소죽,편도연,죽류,채소류,곡류,,,,,,,,,,
제육김치덮밥,편도연,밥류,김치류,,,,,육류(돼지),,,,,,
실곤약야채무침,편도연,무침류,채소류,묵류,,,,,,,,,,
매생이전,편도연,전류,해조류,,,,,,,,,,,
단무지,편도연,장아찌류,,,,,,,,,,,,
사과롤케익,편도연,빵과자류,과일류,,,,,,1,,,,,
참치새드,편도연,빵과자류,어패류,,,,,,1,,,,,
흑미두부죽,편도연,죽류,곡류,두류,,,,,,,,,,
궁중떡볶이,편도연,볶음류,떡류,,,,,,,,,,,
오징어어묵무침,편도연,무침류,,,,,,,,,,,,
해물수제비,편도연,국탕류,,,,,,,,,,,,
마약토스트,편도연,빵과자류,,,,,,,1,,,,,
누룽지탕수육,편도연,튀김류,,,,,,육류(돼지),,,,,,
짜장면,편도연,국수류,면류,,,,,,,,,,,
김자반,편도연,단품류,해조류,,,,,,,,,,,
바지락쑥국,편도연,국탕류,어패류,채소류,,,,,,,,,,
고구마떡볶이,편도연,볶음류,곡류,떡류,,,,,,,,,,
북엇국,편도연,국탕류,어패류,,,,,,,,,,,
비엔나소세지볶음,편도연,볶음류,,,,,,육류(돼지),,,,,,
수제불고기버거,편도연,빵과자류,,,,,,육류(소),1,,,,,
무채유자무침,편도연,무침류,채소류,,,,,,,,,,,
